clean_date,SAMPLE,WEIGHT,APPROVE,DISAPPROVE,ADJUSTED_APPROVE,ADJUSTED_DISAPPROVE,day,month,year
2021-10-20,5010.666666666667,1.1758333333333333,44.916666666666664,49.833333333333336,44.333333333333336,50.0,20,10,2021
2021-10-21,4793.2307692307695,1.116153846153846,45.30769230769231,50.23076923076923,44.61538461538461,50.46153846153846,21,10,2021
2021-10-22,5126.833333333333,0.9616666666666666,45.583333333333336,50.333333333333336,44.583333333333336,50.833333333333336,22,10,2021
2021-10-23,4885.692307692308,0.8315384615384616,45.69230769230769,50.46153846153846,44.69230769230769,51.15384615384615,23,10,2021
2021-10-24,6187.222222222223,0.8966666666666667,44.22222222222222,52.0,43.888888888888886,52.0,24,10,2021
2021-10-25,6735.5,0.98375,43.875,52.125,43.5,51.875,25,10,2021
2021-10-26,7714.0,0.8042857142857143,43.857142857142854,51.57142857142857,43.857142857142854,51.857142857142854,26,10,2021
2021-10-27,7699.571428571428,1.0471428571428572,43.285714285714285,50.57142857142857,43.0,51.857142857142854,27,10,2021
2021-10-28,7699.571428571428,1.04,43.857142857142854,49.857142857142854,43.57142857142857,51.142857142857146,28,10,2021
2021-10-29,10241.2,0.932,44.0,49.0,44.0,50.2,29,10,2021
2021-10-30,10280.0,0.626,44.2,50.0,44.2,50.4,30,10,2021
2021-10-31,10340.0,0.716,43.0,49.0,43.6,50.2,31,10,2021
2021-11-01,6727.875,1.01125,43.75,51.375,43.625,51.375,1,11,2021
2021-11-02,7374.714285714285,1.1371428571428572,43.285714285714285,51.857142857142854,43.285714285714285,51.42857142857143,2,11,2021
2021-11-03,5532.8,1.1,43.5,52.0,43.5,51.9,3,11,2021
2021-11-04,4286.785714285715,1.0571428571428572,43.57142857142857,51.5,43.57142857142857,51.5,4,11,2021
2021-11-05,4669.846153846154,0.9153846153846155,43.76923076923077,51.46153846153846,43.53846153846154,52.23076923076923,5,11,2021
2021-11-06,4917.333333333333,0.9233333333333333,43.916666666666664,50.666666666666664,43.666666666666664,51.5,6,11,2021
2021-11-07,4393.5,0.9835714285714285,43.42857142857143,51.42857142857143,43.42857142857143,51.642857142857146,7,11,2021
2021-11-08,5118.818181818182,1.1636363636363638,42.27272727272727,52.09090909090909,42.45454545454545,51.81818181818182,8,11,2021
2021-11-09,5980.444444444444,1.1388888888888888,42.22222222222222,52.333333333333336,42.111111111111114,52.111111111111114,9,11,2021
2021-11-10,7332.0,1.2771428571428571,44.285714285714285,51.285714285714285,43.857142857142854,51.142857142857146,10,11,2021
2021-11-11,7413.285714285715,1.1557142857142857,42.42857142857143,52.42857142857143,42.57142857142857,52.285714285714285,11,11,2021
2021-11-12,5730.6,0.933,43.1,51.8,42.9,52.3,12,11,2021
2021-11-13,5830.4,0.79,43.0,52.4,42.8,52.9,13,11,2021
2021-11-14,5067.25,0.8641666666666667,43.083333333333336,52.25,42.833333333333336,52.666666666666664,14,11,2021
2021-11-15,4781.923076923077,0.9223076923076923,42.0,52.61538461538461,42.07692307692308,53.23076923076923,15,11,2021
2021-11-16,5035.333333333333,1.1766666666666665,42.75,52.833333333333336,42.333333333333336,52.5,16,11,2021
